date,value
2024-10-01,2784.7129
2024-11-01,2787.6576
2024-12-01,2765.6419
2025-01-01,2664.2775
2025-02-01,2671.3101
2025-03-01,2675.2916
2025-04-01,2668.9812
2025-05-01,2679.5484
2025-06-01,2685.3006
2025-07-01,2674.3188
2025-08-01,2685.1565
2025-09-01,2693.7764
2025-10-01,2692.519
2025-11-01,2698.5803
